full_date,date_key,day_of_week,month,year,month_name,quarter,week_of_year,day
2018-12-13,20181213,Thursday,12,2018,December,4,50,3
2018-12-14,20181214,Friday,12,2018,December,4,50,4
2018-12-15,20181215,Saturday,12,2018,December,4,50,5
2018-12-16,20181216,Sunday,12,2018,December,4,50,6
2018-12-17,20181217,Monday,12,2018,December,4,51,0
2018-12-18,20181218,Tuesday,12,2018,December,4,51,1
2018-12-19,20181219,Wednesday,12,2018,December,4,51,2
2018-12-20,20181220,Thursday,12,2018,December,4,51,3
2018-12-21,20181221,Friday,12,2018,December,4,51,4
2018-12-22,20181222,Saturday,12,2018,December,4,51,5
2018-12-23,20181223,Sunday,12,2018,December,4,51,6
2018-12-24,20181224,Monday,12,2018,December,4,52,0
2018-12-25,20181225,Tuesday,12,2018,December,4,52,1
2018-12-26,20181226,Wednesday,12,2018,December,4,52,2
2018-12-27,20181227,Thursday,12,2018,December,4,52,3
2018-12-28,20181228,Friday,12,2018,December,4,52,4
2018-12-29,20181229,Saturday,12,2018,December,4,52,5
2018-12-30,20181230,Sunday,12,2018,December,4,52,6
2018-12-31,20181231,Monday,12,2018,December,4,1,0
